berkas,stem_asli,grup,subset
frame_002560_png.rf.RvaMocD0T1b9P0rF9HV4.png,frame_002560,video-1920x1080,train
frame_002560_png.rf.rwBJktDvlJYO1i3Q088l.jpg,frame_002560,video-640x640,train
frame_002565_png.rf.c0kZdjppJ0iP7SliOot4.png,frame_002565,video-1920x1080,train
frame_002565_png.rf.HRYO3TK6iUT5IqXuMKWS.png,frame_002565,video-1920x1080,train
frame_002565_png.rf.PQC1t2VdZ3dcq8kmHGxU.png,frame_002565,video-2560x1440,train
frame_002574_png.rf.xr2niNdDx2ehi3Ty4X76.png,frame_002574,video-1138x642,valid
frame_002576_png.rf.SLMywDWwDaEHZvN0wxov.png,frame_002576,video-824x650,train
frame_002580_png.rf.5pfGOYMEgLbGpnIc30xI.jpg,frame_002580,video-640x640,train
frame_002580_png.rf.bemV6H9bWuQof1bTVa5s.png,frame_002580,video-1920x1080,train
frame_002583_png.rf.YPmEVu87uJ7EEExlZuWT.png,frame_002583,video-1144x642,valid
frame_002592_jpg.rf.gK1yFSQ0AvRRmEy7DNhY.jpg,frame_002592,video-1896x1072,train
frame_002592_png.rf.6qGoezugVXDaGT2fK1Wn.png,frame_002592,video-1920x1080,train
frame_002592_png.rf.w8JqFxHXDd7yl9iRVeMZ.png,frame_002592,video-1440x1080,train
frame_002592_png.rf.XBIVNQTWDXLriRf70TT4.png,frame_002592,video-1186x666,test
frame_002599_png.rf.HIvSfRflM6KBfmzn6N1T.jpg,frame_002599,video-640x640,train
frame_002600_png.rf.FQWlSc3wYrqmTkjf2ZBj.png,frame_002600,video-1138x642,valid
frame_002600_png.rf.lJzvRDXQBpCCN1TQCJd0.png,frame_002600,video-1920x1080,train
frame_002600_png.rf.NUhzcptAEx3dFxkGhTgM.jpg,frame_002600,video-640x640,train
frame_002610_png.rf.CruJtOa1WMzqcpQcL6Qb.png,frame_002610,video-2560x1440,train
frame_002610_png.rf.For4OTYfatsg5JZIg6kh.png,frame_002610,video-1920x1080,train
frame_002620_png.rf.oPxTc2feYCS7AGLc7lV3.png,frame_002620,video-1920x1080,train
frame_002624_png.rf.bW7PWQdRLxxtCY1dJr8y.png,frame_002624,video-1144x642,valid
frame_002626_png.rf.013Ja1tj3044GBsJkvZ6.png,frame_002626,video-1138x642,valid
frame_002640_png.rf.3bgdjgf8oUUCnIdUUz3N.png,frame_002640,video-1920x1080,train
frame_002640_png.rf.D4INvuFJafGVFdna5v0a.png,frame_002640,video-1920x1080,train
frame_002640_png.rf.khdhYo2NUeio5EsoYDlr.png,frame_002640,video-1920x1080,train
frame_002640_png.rf.VEGNd1ljZUQLYpgu9GI9.jpg,frame_002640,video-640x640,train
frame_002650_png.rf.dH6Pal83e6DPUuoZ8qLs.png,frame_002650,video-2560x1440,train
frame_002652_png.rf.X2bxY3PaAbW2YAwJJ4bn.png,frame_002652,video-1138x642,valid
frame_002655_png.rf.a80Z8uBleb0XPVSISHCO.png,frame_002655,video-2560x1440,train
frame_002655_png.rf.zxWLmBXqRFSUCLh2tLjL.png,frame_002655,video-1920x1080,train
frame_002660_png.rf.1OirET4a2UN48qJGw1Qo.png,frame_002660,video-1920x1080,train
frame_002660_png.rf.paVtjP3Gp2q2oFop7bUV.jpg,frame_002660,video-640x640,train
frame_002664_png.rf.FaDpUNPJ9hIrwLfdFVEy.png,frame_002664,video-1920x1080,train
frame_002665_png.rf.e68vyErsFyEfQtRPrROl.png,frame_002665,video-1144x642,valid
frame_002678_png.rf.32sWxACprEwMgBTPIAgc.png,frame_002678,video-1138x642,valid
frame_002680_png.rf.ClFIrm4rwS3pDeHCXQKx.png,frame_002680,video-1920x1080,train
frame_002680_png.rf.kysnn6rFx1TF96lVldJD.jpg,frame_002680,video-640x640,train
frame_002700_jpg.rf.W8WTKmMM83wo9VYx6NM5.jpg,frame_002700,video-1896x1072,train
frame_002700_jpg.rf.Yu9pIrCIXcsHcCJfdDwn.jpg,frame_002700,video-1912x1074,train
frame_002700_jpg.rf.zHoVFbfTCo2FfacElJ2k.jpg,frame_002700,video-1908x1074,train
frame_002700_png.rf.DJw8WGd8JvHL2TzQfjkf.jpg,frame_002700,video-640x640,train
frame_002700_png.rf.JykjJAjj1y7k9gS7uZM3.png,frame_002700,video-2560x1440,train
frame_002700_png.rf.wXyopEEnNnRE5Zxk248t.png,frame_002700,video-1920x1080,train
frame_002704_png.rf.w0SNnRVM2d10jEfKjKh0.png,frame_002704,video-1138x642,valid
frame_002706_png.rf.LzyrMWcpKL53ufrhQqq3.png,frame_002706,video-1144x642,valid
frame_002712_png.rf.wIpaitxlwH1Znpp3vbN6.jpg,frame_002712,video-640x640,train
frame_002720_png.rf.vqQ6sSLEXx38w8LKmftd.png,frame_002720,video-1920x1080,train
frame_002737_png.rf.14YKvGi52s19fHgcCPya.png,frame_002737,video-824x650,train
frame_002740_png.rf.RixzZRhWYOOOg90LcEi6.jpg,frame_002740,video-640x640,train
frame_002740_png.rf.t114PxVpTf9JIBZAz1yO.png,frame_002740,video-1920x1080,train
frame_002745_png.rf.Skx75dlU4qOPtJqRJiZF.png,frame_002745,video-1920x1080,train
frame_002745_png.rf.XWxhgW2f7FmQ6NZfuvQY.png,frame_002745,video-2560x1440,train
frame_002747_png.rf.uPucnqjpbzpdAq3HLdf6.png,frame_002747,video-1144x642,valid
frame_002760_png.rf.m6moRa86fnMDFk49eGHm.png,frame_002760,video-1920x1080,train
frame_002760_png.rf.ryS2uA70hfJiY4ugfttf.png,frame_002760,video-1920x1080,train
frame_002780_png.rf.dphJEyERb20DmVPf7at1.png,frame_002780,video-1920x1080,train
frame_002788_png.rf.eOYKRLFtvxqhIkA2V3jr.png,frame_002788,video-1144x642,valid
frame_002790_png.rf.omBLQL40y499PfGvTDca.png,frame_002790,video-1920x1080,train
frame_002790_png.rf.V9HUza70SwxyAtrkEB7M.png,frame_002790,video-2560x1440,train
frame_002808_jpg.rf.CcIwSyPybNpoJtKqP3aH.jpg,frame_002808,video-1896x1072,train
frame_002808_png.rf.WfgsD8XptR6h6seWpQtW.png,frame_002808,video-1440x1080,train
frame_002816_png.rf.pg93lm06ETIZb1kUM1za.png,frame_002816,video-1920x1080,train
frame_002820_png.rf.6bcnsH7jgSn4WBYUzRc3.png,frame_002820,video-1920x1080,train
frame_002825_png.rf.u57BTTGRGEPq2ZblIByp.jpg,frame_002825,video-640x640,train
frame_002829_png.rf.SMmaS33rrKirsV5XANEq.png,frame_002829,video-1144x642,valid
frame_002835_png.rf.fvc1CKA9YLL6Y9VYccKH.png,frame_002835,video-1920x1080,train
frame_002835_png.rf.HViu0QlA0f0ZpiCMd6tS.png,frame_002835,video-2560x1440,train
frame_002840_png.rf.LYmtrc8D57CL5MYrJUat.png,frame_002840,video-1920x1080,train
frame_002880_jpg.rf.km6ufqdSa3jJN4ai7j1y.jpg,frame_002880,video-1908x1074,train
frame_002880_png.rf.1RP7ZHWFxMNtnCiZgRQv.png,frame_002880,video-2560x1440,train
frame_002880_png.rf.Ji1E7U9DOOxPgzqdtGkA.png,frame_002880,video-1920x1080,train
frame_002880_png.rf.u7agMVveF7ssYQvwJ62Q.png,frame_002880,video-1920x1080,train
frame_002880_png.rf.yo5Zt5T1RUfQHz0GtOOI.png,frame_002880,video-1920x1080,train
frame_002898_png.rf.ytmGAjapsg57a0rZWdaU.png,frame_002898,video-824x650,train
frame_002900_png.rf.iHZBtbtnttzZJtE2hxhY.png,frame_002900,video-1920x1080,train
frame_002911_png.rf.x08jiKDV5kH2tn73F3iY.png,frame_002911,video-1144x642,valid
frame_002916_jpg.rf.qJSknyXxi2aVs4HZ0ZIQ.jpg,frame_002916,video-1896x1072,train
frame_002920_png.rf.6ewS6aLbPTEz8bDbfYgx.png,frame_002920,video-1920x1080,train
frame_002925_png.rf.3JVVu2D9fCe3IGVAQYjG.png,frame_002925,video-1920x1080,train
frame_002925_png.rf.todY6ijhoYJRbb7cnCXF.png,frame_002925,video-2560x1440,train
frame_002940_png.rf.OILr0jXJ5SZxNQiEhlgS.png,frame_002940,video-1920x1080,train
frame_002952_png.rf.RqyoFXY0VqMNaK4S7sYB.png,frame_002952,video-1144x642,valid
frame_002952_png.rf.WZPddqzIDXOmH9iuR2GG.png,frame_002952,video-1920x1080,train
frame_002970_png.rf.7xQf2vFmCi7RzPfr5R2v.png,frame_002970,video-2560x1440,train
frame_002970_png.rf.HjZ7pPVIKbtLjxfDGBQp.png,frame_002970,video-1920x1080,train
frame_002992_png.rf.MDkBEJKm1mZ3BEKlz4Ce.png,frame_002992,video-1920x1080,train
frame_002993_png.rf.EfKyxe8kXMfc0ywc8i1n.png,frame_002993,video-1144x642,valid
frame_003000_png.rf.IJJbqkdVLiUuSsyJ9ZR0.png,frame_003000,video-1920x1080,train
frame_003000_png.rf.THxcMjnlhejsu1NgSbyT.png,frame_003000,video-1920x1080,train
frame_003015_png.rf.cctRzayHu1ZkREpbF7PP.png,frame_003015,video-2560x1440,train
frame_003015_png.rf.Xl3PhWVWmM8KO8nGNqbP.png,frame_003015,video-1920x1080,train
frame_003024_jpg.rf.6bPwobBa2rlxreQJqvZp.jpg,frame_003024,video-1896x1072,train
frame_003024_png.rf.mDKSO4YngjkNZ1YN03QJ.png,frame_003024,video-1920x1080,train
frame_003024_png.rf.t0OBTwrbdJWmnwu7JiI1.png,frame_003024,video-1440x1080,train
frame_003034_png.rf.d3KbgYzSZnMxvhQupL3F.png,frame_003034,video-1144x642,valid
frame_003040_png.rf.k1gPYydMiQSPeipa6nEJ.png,frame_003040,video-1920x1080,train
frame_003059_png.rf.dvKBkUu4xZDjH0gYSZ9Y.png,frame_003059,video-824x650,train
frame_003060_jpg.rf.d6820sbMUtmvEX4QagQq.jpg,frame_003060,video-1912x1074,train
frame_003060_jpg.rf.qvarBDW1zXl6sUmhKeSq.jpg,frame_003060,video-1908x1074,train
frame_003060_png.rf.2GovTRPtYZ2B4TvblU32.png,frame_003060,video-1920x1080,train
frame_003060_png.rf.A2VkOn8Y3E8zjQXgNMeY.png,frame_003060,video-2560x1440,train
frame_003060_png.rf.t0FLiWPDQPPUJqs4lgPP.png,frame_003060,video-1920x1080,train
frame_003075_png.rf.2r8fBlXjKEXOkVy1WyCq.png,frame_003075,video-1144x642,valid
frame_003096_png.rf.Wt6PviaebXRLbQaLE6ey.png,frame_003096,video-1920x1080,train
frame_003100_png.rf.3zhUJWcN4oZYac7Feefw.png,frame_003100,video-1920x1080,train
frame_003105_png.rf.AdYiGGwm3oBKg5CfoUW9.png,frame_003105,video-1920x1080,train
frame_003105_png.rf.M7l59eVzWtv9pdfFOtkX.png,frame_003105,video-2560x1440,train
frame_003116_png.rf.sEbSMV6EHucmFHMiK9q2.png,frame_003116,video-1144x642,valid
frame_003120_png.rf.61nKOFcUaqyay9119O9R.png,frame_003120,video-1920x1080,train
frame_003120_png.rf.laFmZan1HVHY04y7k5d2.png,frame_003120,video-1920x1080,train
frame_003132_png.rf.XFzgOaPNx7fWIubphm0j.png,frame_003132,video-1440x1080,train
frame_003140_png.rf.Vn4BkhUJqyoakfSwu81P.png,frame_003140,video-1920x1080,train
frame_003150_png.rf.cRNoMef52I0a0duOW8ai.png,frame_003150,video-1920x1080,train
frame_003157_png.rf.sCy44p30U4omuNGAkNiz.png,frame_003157,video-1144x642,valid
frame_003160_png.rf.MU2cardpEvKt0rcNh8Sy.png,frame_003160,video-1920x1080,train
frame_003164_png.rf.Fj86TlOLGLOXEG32EcRX.jpg,frame_003164,video-640x640,train
frame_003168_png.rf.1qvp2DnGAorPv48ChN7W.png,frame_003168,video-1920x1080,train
frame_003168_png.rf.5CuUHk8RNRk2OMyIOyiD.png,frame_003168,video-1920x1080,train
frame_003180_png.rf.WACxW09QogDKiR1soqQs.png,frame_003180,video-1920x1080,train
frame_003195_png.rf.MX3g1aP0coMAPOPPnDqD.png,frame_003195,video-1920x1080,train
frame_003198_png.rf.g235TDmdqo8YL1jgtSU9.png,frame_003198,video-1144x642,valid
frame_003200_png.rf.MpK957h5663XtsUfL6HC.png,frame_003200,video-1920x1080,train
frame_003220_png.rf.IxbvMJ5MNJiEYhmuNWSP.png,frame_003220,video-1920x1080,train
frame_003220_png.rf.LGR6D9DnCcrKoeR87BYY.png,frame_003220,video-824x650,train
frame_003239_png.rf.xUtuMsFCo050Ya0K4uty.png,frame_003239,video-1144x642,valid
frame_003240_jpg.rf.EvBSmKLNYzkaZAjCZgKw.jpg,frame_003240,video-1908x1074,train
frame_003240_jpg.rf.MevVI8hBvHSi2FXUKB3U.jpg,frame_003240,video-1896x1072,train
frame_003240_jpg.rf.TLMo25ixkQqCh6QkbMI3.jpg,frame_003240,video-1912x1074,train
frame_003240_png.rf.g64WfoGnFQpLCFkGQNKB.png,frame_003240,video-1920x1080,train
frame_003240_png.rf.hfy63xA80aZuGNasO2hv.png,frame_003240,video-1920x1080,train
frame_003240_png.rf.ijZNAKRTmg2N9X6C3SGa.png,frame_003240,video-1920x1080,train
frame_003240_png.rf.O3M9rRkaztieSH2ZrKZU.png,frame_003240,video-1440x1080,train
frame_003249_png.rf.JsvdAdTAEupy39zBztGN.png,frame_003249,video-1920x1080,train
frame_003260_png.rf.UmfUw5WWKbPw5z1tA0PI.png,frame_003260,video-1920x1080,train
frame_003277_png.rf.64J8UY0mzbjC9jCtqMVR.jpg,frame_003277,video-640x640,train
frame_003280_png.rf.0FpOM6mWRlLubUfLGkzC.png,frame_003280,video-1920x1080,train
frame_003280_png.rf.67wZzIeZYAFl5d5WoVos.png,frame_003280,video-1144x642,valid
frame_003285_png.rf.IGPfm6sNjm0oNGK8SY0y.png,frame_003285,video-2560x1440,train
frame_003285_png.rf.w7ntJSRJGHlTD2xqhGbI.png,frame_003285,video-1920x1080,train
frame_003300_png.rf.QOqGDXbnqSzjyWIGUfDH.png,frame_003300,video-1920x1080,train
frame_003320_png.rf.jXDR5mfH130rE5k9tuBB.png,frame_003320,video-1920x1080,train
frame_003321_png.rf.SA2woxmApQtG9CNS3yTp.png,frame_003321,video-1144x642,valid
frame_003330_png.rf.UrXgKCeOe0rc2bxSPGTn.png,frame_003330,video-1920x1080,train
frame_003344_png.rf.JN3bSXDkd6KSXLueyFHO.png,frame_003344,video-1920x1080,train
frame_003348_jpg.rf.6HxPU5H5VTJtJEKU9RFb.jpg,frame_003348,video-1896x1072,train
frame_003348_png.rf.bmDhWHUPfJ8n7Nes2jtu.png,frame_003348,video-1440x1080,train
frame_003360_png.rf.kG0Oe2yy5rxaK53RtIeh.png,frame_003360,video-1920x1080,train
frame_003360_png.rf.LZiyAxi4vMHlgWRWjfT7.png,frame_003360,video-1920x1080,train
frame_003362_png.rf.w5r873IFIQ2CueY6bhT6.png,frame_003362,video-1144x642,valid
frame_003375_png.rf.jt2R6f79MEpl6ovERfhZ.png,frame_003375,video-1920x1080,train
frame_003380_png.rf.vNth7r93MVjVWVrvQC0j.png,frame_003380,video-1920x1080,train
frame_003381_png.rf.VE98AVKRYoTf5z87vBM0.png,frame_003381,video-824x650,train
frame_003390_png.rf.1gIQIqnRXMx0nCUVH0SJ.jpg,frame_003390,video-640x640,train
frame_003400_png.rf.VTYS2y1r6KaU7NELjkBU.png,frame_003400,video-1920x1080,train
frame_003403_png.rf.OLwdgtQiWufUod83T4e8.png,frame_003403,video-1144x642,valid
frame_003420_jpg.rf.ENsS1qvAPHAJFcCX4aOE.jpg,frame_003420,video-1912x1074,train
frame_003420_jpg.rf.oemiowiPyhJMq6idoAIG.jpg,frame_003420,video-1908x1074,train
frame_003420_png.rf.4PmzOaIDToaUSBKqXmxU.png,frame_003420,video-1920x1080,train
frame_003440_png.rf.8kkCnuVk0AUZRxCw8ijo.png,frame_003440,video-1920x1080,train
frame_003444_png.rf.pyk1IwanzIhIPWj36jUp.png,frame_003444,video-1144x642,valid
frame_003456_jpg.rf.VeT4c2FrfpM11t4UTT3Q.jpg,frame_003456,video-1896x1072,train
frame_003456_png.rf.6PGgYO0up3stA6CIkc5U.png,frame_003456,video-1920x1080,train
frame_003456_png.rf.uWEmcoJfzaCBpmZe5UgS.png,frame_003456,video-1440x1080,train
frame_003460_png.rf.VS9qTTbkehN6ixYhyztJ.jpg,frame_003460,video-640x640,train
frame_003465_png.rf.PrVVl8XChYxs3H6ucLYY.png,frame_003465,video-1920x1080,train
frame_003465_png.rf.ZT2mG4q4WREtd0bkP5BS.png,frame_003465,video-2560x1440,train
frame_003480_png.rf.2121OJsxLUrvO3wXKvzD.png,frame_003480,video-1920x1080,train
frame_003480_png.rf.bPEwIBRZCS3lx0jDijfC.png,frame_003480,video-1920x1080,train
frame_003485_png.rf.N4mfJ6e2ztFL2im8L6AC.png,frame_003485,video-1144x642,valid
frame_003500_png.rf.iUbNf0GhlKFUXSt4Unfb.png,frame_003500,video-1920x1080,train
frame_003503_png.rf.FYbV7iHufmk2nZcxHttU.jpg,frame_003503,video-640x640,train
frame_003510_png.rf.IsVVqFAdGwpokOPLlqOO.png,frame_003510,video-2560x1440,train
frame_003510_png.rf.OIvvaC4mFkXAzSqfdzlA.png,frame_003510,video-1920x1080,train
frame_003520_png.rf.0D61tVPIimUsjhP7519d.jpg,frame_003520,video-640x640,train
frame_003520_png.rf.izRbfbSs60r6wTM1RlJd.png,frame_003520,video-1920x1080,train
frame_003520_png.rf.kQMtjcBzAPr4E8AB8B6x.png,frame_003520,video-1920x1080,train
frame_003526_png.rf.XQCW01uqPdiEd1XokXcd.png,frame_003526,video-1144x642,valid
frame_003528_png.rf.ppKgwYMNTTBC7qqsshK9.png,frame_003528,video-1920x1080,train
frame_003540_png.rf.7O7yVfIdRYVpuDbtFTxN.jpg,frame_003540,video-640x640,train
frame_003540_png.rf.aMXa4sF0UJRKjzpth1Ng.png,frame_003540,video-1920x1080,train
frame_003542_png.rf.Kc5gmgLEr6i8BMNyVofB.png,frame_003542,video-824x650,train
frame_003555_png.rf.84uLnjJUTswyVRoDz2en.png,frame_003555,video-2560x1440,train
frame_003555_png.rf.jk8Kjd5I9YuyFmeYFFAu.png,frame_003555,video-1920x1080,train
frame_003560_png.rf.O8YGhHZV5VIeGidg5UvT.png,frame_003560,video-1920x1080,train
frame_003560_png.rf.SeZRpD3RiH6wJZyMycwU.jpg,frame_003560,video-640x640,train
frame_003564_jpg.rf.k5UJCMNc2bggMVnTWTZz.jpg,frame_003564,video-1896x1072,train
frame_003564_png.rf.pDSKqEbxlUKmhwvPYUc3.png,frame_003564,video-1440x1080,train
frame_003564_png.rf.Zy0vT3jvvzwj86mOaMHS.png,frame_003564,video-1186x666,test
frame_003567_png.rf.XMOb4vse6si4cqh7JQXZ.png,frame_003567,video-1144x642,valid
frame_003580_png.rf.mT4IMqcUUjauQInGjCpj.jpg,frame_003580,video-640x640,train
frame_003580_png.rf.z2HyWzmv3Zi3kcdhkpZF.png,frame_003580,video-1920x1080,train
frame_003600_jpg.rf.ZAo0suWIpisDPhl2JK53.jpg,frame_003600,video-1912x1074,train
frame_003600_png.rf.8J3gRCvF6btWTDgLMcFw.png,frame_003600,video-1920x1080,train
frame_003600_png.rf.aAtoSWgQIwDfaq7dJjFa.png,frame_003600,video-1920x1080,train
frame_003600_png.rf.E8DhgGkGKYMGu5YZsSHD.png,frame_003600,video-2560x1440,train
frame_003600_png.rf.Rd6V8Mu87KUaL7JPZ2T5.png,frame_003600,video-1920x1080,train
frame_003600_png.rf.VxdIKYwjLTfjPLFlkeAR.jpg,frame_003600,video-640x640,train
frame_003608_png.rf.7luvHj78JA4Awxnssh3k.png,frame_003608,video-1144x642,valid
frame_003620_png.rf.L0MrJl5LMt7772BPlg3d.png,frame_003620,video-1920x1080,train
frame_003640_png.rf.1Sz04pZSzKlaqXH5x3jG.jpg,frame_003640,video-640x640,train
frame_003640_png.rf.RHxbkh5dO9pJ9fnBvM1B.png,frame_003640,video-1920x1080,train
frame_003645_png.rf.6DOagWtG1Q6DtfjZS2F6.png,frame_003645,video-1920x1080,train
frame_003645_png.rf.KIPkW6boQpG1xNBSaNhd.png,frame_003645,video-2560x1440,train
frame_003649_png.rf.KLSEYK9zajVGeNR47IeU.png,frame_003649,video-1144x642,valid
frame_003660_png.rf.a9xnMYPVorOIR0PGkn1L.jpg,frame_003660,video-640x640,train
frame_003672_jpg.rf.MJz46EECZLxxnXSX6WWn.jpg,frame_003672,video-1896x1072,train
frame_003672_png.rf.aKpTz9bJn4xDPlS5Q78n.png,frame_003672,video-1186x666,test
frame_003672_png.rf.usaIlJKMIfzf9bod4KfK.png,frame_003672,video-1440x1080,train
frame_003680_png.rf.h9Ep53IiShNjVxaWfzPI.jpg,frame_003680,video-640x640,train
frame_003690_png.rf.gVeVsvPxiufvIBkN5wJE.png,frame_003690,video-1144x642,valid
frame_003690_png.rf.LV9LplQ454uI0VDySQdF.png,frame_003690,video-1920x1080,train
frame_003690_png.rf.SPFfAmW7iQDVvV4z5byF.png,frame_003690,video-2560x1440,train
frame_003696_png.rf.qACPxNnQPlR9BCD5MkFz.png,frame_003696,video-1920x1080,train
frame_003700_png.rf.cP01ITG61J6x3COUnLnx.jpg,frame_003700,video-640x640,train
frame_003703_png.rf.JnPumZm1xSxYBgZpNEK7.png,frame_003703,video-824x650,train
frame_003720_png.rf.5Aj2mCAfP9VUB3t5xtDc.png,frame_003720,video-1920x1080,train
frame_003720_png.rf.WONGZ9uM9m8GmtqwRyf5.jpg,frame_003720,video-640x640,train
frame_003735_png.rf.EhFC5iC0MYCjn1FtDUxQ.png,frame_003735,video-2560x1440,train
frame_003735_png.rf.eYnWFXy9bUOuqfIsRQRb.png,frame_003735,video-1920x1080,train
frame_003740_png.rf.eihjUAtfihGH6FBRcTBS.jpg,frame_003740,video-640x640,train
frame_003760_png.rf.YDzlyW0rO9FSMuuWtKJs.jpg,frame_003760,video-640x640,train
frame_003780_jpg.rf.8WRKoJn6dxs9X2g31h08.jpg,frame_003780,video-1908x1074,train
frame_003780_jpg.rf.CELoXuAlaKEIKe5zDt9Y.jpg,frame_003780,video-1896x1072,train
frame_003780_png.rf.pMSOQBYB7d40oRUOvqQg.png,frame_003780,video-1186x666,test
frame_003780_png.rf.qJQleGPiT46oYK9vwwbT.png,frame_003780,video-2560x1440,train
frame_003780_png.rf.v5tzPFk2pDY5MlDP3csx.png,frame_003780,video-1920x1080,train
frame_003780_png.rf.vqwKP9gQEvvsH4f9sR7u.jpg,frame_003780,video-640x640,train
frame_003813_png.rf.W05bqoMSKDDx924Nns0c.png,frame_003813,video-1144x642,valid
frame_003820_png.rf.ZtxiYPou9dVVALC4O3Se.jpg,frame_003820,video-640x640,train
frame_003825_png.rf.aBkRd6hh8FApcahWdodV.png,frame_003825,video-2560x1440,train
frame_003825_png.rf.lerfS1UOiR2t5LebiJw0.png,frame_003825,video-1920x1080,train
frame_003840_png.rf.azNvnLfRo6TfLYSeNb22.jpg,frame_003840,video-640x640,train
frame_003842_png.rf.DcqVnSrkhClYLfHWQl3V.jpg,frame_003842,video-640x640,train
frame_003854_png.rf.0rJ30onjERlDJ9p2lemS.png,frame_003854,video-1144x642,valid
frame_003860_png.rf.jg6Vd62QwVF0ZIbXZlg3.jpg,frame_003860,video-640x640,train
frame_003864_png.rf.Qdjqaxytmmfi4unEVJeN.png,frame_003864,video-824x650,train
frame_003870_png.rf.E7wC9NxUoFZLIC1eQZyP.png,frame_003870,video-2560x1440,train
frame_003870_png.rf.L1DyxFbUHEFneX16yfIP.png,frame_003870,video-1920x1080,train
frame_003872_png.rf.yt02fumFStbKuouBC0Uh.png,frame_003872,video-1920x1080,train
frame_003888_jpg.rf.noeBMaolUJwYW3HI3Uly.jpg,frame_003888,video-1896x1072,train
frame_003888_png.rf.LMl7D3CWT5UqVZFDtqhB.png,frame_003888,video-1440x1080,train
frame_003895_png.rf.TKe5UUsaQLsr9QFB6ns7.png,frame_003895,video-1144x642,valid
frame_003915_png.rf.ot3apojzN7LFzwLRv7bg.png,frame_003915,video-2560x1440,train
frame_003915_png.rf.Zx1z00X7Py3vytdByO1M.png,frame_003915,video-1920x1080,train
frame_003936_png.rf.yYdPqmM0Bb0xYZOPovQx.png,frame_003936,video-1144x642,valid
frame_003940_png.rf.Sl2M5os1EJr4Q9vy4ctm.jpg,frame_003940,video-640x640,train
frame_003955_png.rf.DvQB8vAT6ObCOLysQslp.jpg,frame_003955,video-640x640,train
frame_003960_png.rf.8Xae8tdTzYcN5H7cQwes.jpg,frame_003960,video-640x640,train
frame_003960_png.rf.NFUyoMh3Up6jS1VydhnE.png,frame_003960,video-1920x1080,train
frame_003960_png.rf.yGjnc7PSPDebHcjA1d56.png,frame_003960,video-2560x1440,train
frame_003960_png.rf.YVHEEnyoCRCrUDEH2Ynf.png,frame_003960,video-1920x1080,train
frame_003977_png.rf.Qa71bgBkgpQnjFJrfCnl.png,frame_003977,video-1144x642,valid
frame_003980_png.rf.phd0Vf4sbtGeNrQ7FInF.jpg,frame_003980,video-640x640,train
frame_003996_jpg.rf.08lSqzdIFJR2xJRoMNlD.jpg,frame_003996,video-1896x1072,train
frame_003996_png.rf.leh1xBix7xYZq6cpkbhD.png,frame_003996,video-1186x666,test
frame_003996_png.rf.TKU87iKUm7jqMpLg2OXh.png,frame_003996,video-1440x1080,train
frame_003996_png.rf.WcwL5rG5hWerG847ARD9.png,frame_003996,video-1920x1080,train
frame_004000_png.rf.s5lhTHek9QG81sicD24i.png,frame_004000,video-1920x1080,train
frame_004000_png.rf.tGCqL7DAP1ecVL3O4WTm.jpg,frame_004000,video-640x640,train
frame_004005_png.rf.4SP43gTYfKSBkh59WUk0.png,frame_004005,video-1920x1080,train
frame_004018_png.rf.lWDhZjNxVghLv5ylhWKF.png,frame_004018,video-1144x642,valid
frame_004020_png.rf.4EntBMYbmUyKHSo5yV7M.png,frame_004020,video-1920x1080,train
frame_004020_png.rf.O2i65q7N6Rz8HmuouO72.jpg,frame_004020,video-640x640,train
frame_004025_png.rf.zGrpMB3Yb3bDmfFjKvgJ.png,frame_004025,video-824x650,train
frame_004048_png.rf.e2Zs7egOv1pg6IeLeL86.png,frame_004048,video-1920x1080,train
frame_004050_png.rf.Dr175Zxwv8P7VttnS18r.png,frame_004050,video-1920x1080,train
frame_004059_png.rf.swJAEgDy5ng58o4KiVU8.png,frame_004059,video-1144x642,valid
frame_004068_png.rf.RpiI6PNsTIJqfgFiNPfI.jpg,frame_004068,video-640x640,train
frame_004080_png.rf.C3fXIwhz482F4ykQhotv.png,frame_004080,video-1920x1080,train
frame_004095_png.rf.NiuX3txgw90K2Ov5wuqD.png,frame_004095,video-2560x1440,train
frame_004095_png.rf.nMG2rzVtRCFPhXSMSRf1.png,frame_004095,video-1920x1080,train
frame_004100_png.rf.RZyxlKuCijrcRpnXprsf.png,frame_004100,video-1144x642,valid
frame_004104_jpg.rf.nxkrELpqlLvRDZZus53k.jpg,frame_004104,video-1896x1072,train
frame_004104_png.rf.sMkoVf4JAEQkr5YRnh3F.png,frame_004104,video-1186x666,test
frame_004104_png.rf.ZHbG5C8eyBWYVFDywXdv.png,frame_004104,video-1440x1080,train
frame_004140_jpg.rf.3OxhobUxQUKv7pwpqExJ.jpg,frame_004140,video-1912x1074,train
frame_004140_jpg.rf.gGxJrFNScce3Vt7ODs0P.jpg,frame_004140,video-1908x1074,train
frame_004140_png.rf.NcWHIw02iGifl8CWZPqZ.png,frame_004140,video-2560x1440,train
frame_004140_png.rf.onBUDWZGmfJkSFiiZoUH.png,frame_004140,video-1920x1080,train
frame_004181_png.rf.xSrAPXyGSEeRqeHgZi8h.jpg,frame_004181,video-640x640,train
frame_004185_png.rf.ru4nvW9tdCUalEN6Y08R.png,frame_004185,video-1920x1080,train
frame_004186_png.rf.xvEdyax01koRTbkHVTSh.png,frame_004186,video-824x650,train
